ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Manufacturer_Model,Price
45779221,-,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,104000 km,4.0,Automatic,Front,04-May,Right-hand drive,Red,6,TOYOTA Aqua,14113
44051546,-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,115000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4,TOYOTA Aqua,14113
45798205,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,176869 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Elantra,12140
45813182,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,142224 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,HYUNDAI Elantra,549
45809769,586,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.8,130000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,CHEVROLET Cruze,12112
43884814,353,TOYOTA,Prius,2015,Hatchback,No,Hybrid,1.8,159000 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Prius,22266
45725147,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,114000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,SSANGYONG Actyon,18240
45805768,642,FORD,Focus,2012,Sedan,Yes,Petrol,2,136000 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,10,FORD Focus,9408
45798749,-,MITSUBISHI,Outlander,2009,Jeep,Yes,Petrol,3,0 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,10,MITSUBISHI Outlander,20385
45808506,697,VOLKSWAGEN,Golf,2015,Hatchback,Yes,Petrol,1.8,219232 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,VOLKSWAGEN Golf,1411
45809632,1079,HONDA,Civic,2018,Sedan,Yes,Petrol,2,17741 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HONDA Civic,56509
45802579,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,70005 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Santa FE,44878
45777575,-,VOLKSWAGEN,Jetta,2003,Sedan,No,Petrol,2,179000 km,4.0,Manual,Front,04-May,Left wheel,Silver,8,VOLKSWAGEN Jetta,6899
45815372,-,MERCEDES-BENZ,E 200,1998,Sedan,No,CNG,2,180003 km,4.0,Manual,Rear,04-May,Left wheel,Black,4,MERCEDES-BENZ E 200,7840
45801903,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,20388 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Elantra,37066
45801515,880,HYUNDAI,Elantra,2018,Sedan,Yes,LPG,1.6,35643 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Elantra,36426
45781728,781,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Petrol,2.5 Turbo,70000 km,5.0,Automatic,Front,04-May,Left wheel,White,10,VOLKSWAGEN Jetta,10976
45816496,1017,FORD,Focus,2017,Hatchback,No,Petrol,2,75200 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8,FORD Focus,21012
45767416,259,CHEVROLET,Volt,2014,Jeep,Yes,Hybrid,1.4,133195 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,CHEVROLET Volt,862
45563040,-,MITSUBISHI,Outlander,2012,Jeep,No,Petrol,2,176352 km,4.0,Tiptronic,Front,04-May,Left wheel,White,11,MITSUBISHI Outlander,20071
45810886,1307,CHEVROLET,Camaro,2015,Sedan,Yes,Petrol,3.6,168621 km,6.0,Automatic,Rear,04-May,Left wheel,Carnelian red,12,CHEVROLET Camaro,392
45809021,308,TOYOTA,Aqua,2015,Hatchback,Yes,Hybrid,1.5,143876 km,4.0,Automatic,Front,04-May,Left wheel,White,4,TOYOTA Aqua,9198
45773842,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,146395 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,12,MERCEDES-BENZ E 350,1882
45813465,765,BMW,X4,2015,Jeep,Yes,Petrol,2,96360 km,4.0,Automatic,4x4,04-May,Left wheel,White,12,BMW X4,14269
45682457,-,HONDA,FIT,2012,Sedan,No,Petrol,1.3,114000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4,HONDA FIT,10976
45771087,645,TOYOTA,Prius,2011,Jeep,Yes,Hybrid,1.8,146184 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Prius,392
45788861,-,MERCEDES-BENZ,CLS 55 AMG,2013,Coupe,Yes,Petrol,4.7 Turbo,136000 km,8.0,Tiptronic,Front,04-May,Left wheel,Black,16,MERCEDES-BENZ CLS 55 AMG,61154
45781790,-,OPEL,Astra,1998,Sedan,No,Petrol,1.6,30000 km,4.0,Manual,Front,04-May,Left wheel,Carnelian red,5,OPEL Astra,5331
45803008,1077,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2,2730 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI Santa FE,69810
45805906,-,HYUNDAI,Elantra,2014,Coupe,Yes,Petrol,2,100000 km,4.0,Automatic,Front,02-Mar,Left wheel,Black,12,HYUNDAI Elantra,18000
45350469,586,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,213600 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,6,HYUNDAI Elantra,10976
45801684,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,121362 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HYUNDAI Elantra,19121
45809813,784,HONDA,Civic,2017,Hatchback,Yes,Petrol,1.5,46935 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HONDA Civic,31675
45769683,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,52062 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,CHEVROLET Volt,26030
43002422,-,TOYOTA,Prius,2010,Hatchback,No,Petrol,1.8,150000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,TOYOTA Prius,50
45730472,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,198288 km,4.0,Automatic,Front,04-May,Left wheel,White,4,SSANGYONG REXTON,28482
45795054,-,BMW,318,2000,Sedan,Yes,Petrol,2,0 km,4.0,Manual,Rear,04-May,Left wheel,Grey,4,BMW 318,7840
45617564,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Camry,3607
45788147,-,BMW,325,2000,Coupe,Yes,Petrol,2.5,45595 km,6.0,Manual,Rear,02-Mar,Left wheel,Black,8,BMW 325,10976
45645945,640,FORD,Fusion,2013,Sedan,Yes,Hybrid,2,215965 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,FORD Fusion,392
45812822,1195,FORD,Transit,2008,Goods wagon,No,Diesel,2.2 Turbo,156000 km,4.0,Manual,Front,04-May,Left wheel,White,2,FORD Transit,11604
44659258,1051,KIA,Optima,2016,Sedan,No,Petrol,2.4,910000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,8,KIA Optima,21012
45648060,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,TOYOTA Camry,5018
45766280,1190,TOYOTA,Tacoma,2014,Sedan,Yes,Petrol,4,238203 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,TOYOTA Tacoma,549
45732553,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,123898 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Santa FE,51517
45769096,-,FORD,Escape,2008,Jeep,No,Hybrid,2.5,149000 km,4.0,Automatic,4x4,04-May,Left wheel,White,12,FORD Escape,16308
45810989,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,69918 km,8.0,Automatic,4x4,04-May,Left wheel,White,12,LEXUS GX 460,33243
45759045,640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.0 Turbo,90000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8,HYUNDAI Sonata,15681
45779422,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,74000 km,4.0,Automatic,Front,04-May,Left wheel,Red,8,TOYOTA Camry,23521
45802481,687,HYUNDAI,I30,2010,Hatchback,Yes,Petrol,1.6,103000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI I30,13877
45731925,-,NISSAN,X-Trail,2004,Jeep,Yes,Petrol,2,219000 km,4.0,Automatic,4x4,04-May,Right-hand drive,Black,4,NISSAN X-Trail,12231
45552669,-,SUBARU,Legacy,2005,Universal,No,Petrol,2.0 Turbo,234082 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,White,4,SUBARU Legacy,4077
45792225,764,KIA,Optima,2015,Sedan,Yes,Petrol,2,39104 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,KIA Optima,17249
45815741,382,FORD,Fusion,2015,Sedan,Yes,Plug-in Hybrid,2,118000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10,FORD Fusion,20385
45788836,-,TOYOTA,Vitz,2004,Hatchback,No,Petrol,1.3,170342 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,4,TOYOTA Vitz,7840
45810157,966,CHEVROLET,Lacetti,2009,Sedan,Yes,Diesel,2,186836 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,CHEVROLET Lacetti,10092
43857644,-,TOYOTA,Prius C,2015,Sedan,Yes,Petrol,1.5,47500 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,TOYOTA Prius C,24148
45521131,1750,TOYOTA,Highlander LIMITED,2008,Jeep,Yes,Hybrid,3.3,190000 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,TOYOTA Highlander LIMITED,23521
45774913,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,139005 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,TOYOTA Prius C,11290
45786476,1399,NISSAN,Quest,2010,Minivan,Yes,Petrol,3.5,70000 km,6.0,Automatic,Front,04-May,Left wheel,Silver,8,NISSAN Quest,110
45523719,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,4330 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA CHR,29793
45691304,474,KIA,RIO,2013,Hatchback,No,Petrol,1.4,140800 km,4.0,Automatic,Front,04-May,Left wheel,Red,0,KIA RIO,14740
45655638,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,267165 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Prius,392
45812328,751,CHEVROLET,Captiva,2013,Jeep,Yes,Petrol,2.4,132429 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,CHEVROLET Captiva,1960
45807004,-,OPEL,Vectra,1996,Sedan,No,Petrol,1.6,11000 km,4.0,Manual,Front,04-May,Left wheel,Grey,1,OPEL Vectra,4704
45803616,781,HYUNDAI,H1,2012,Minivan,Yes,Diesel,2.5,63308 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI H1,29163
45809751,707,CHEVROLET,Cruze,2011,Sedan,Yes,Diesel,2,169875 km,4.0,Automatic,Front,04-May,Left wheel,White,4,CHEVROLET Cruze,9832
45769111,1190,TOYOTA,Tacoma,2014,Sedan,Yes,Petrol,4,0 km,6.0,Automatic,Rear,04-May,Left wheel,Silver,12,TOYOTA Tacoma,6586
45524839,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,19834 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,TOYOTA CHR,21012
45769091,-,HONDA,Stream,2006,Minivan,No,CNG,1.8,150000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4,HONDA Stream,10349
45125944,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,133000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Silver,10,LEXUS GX 460,62408
45798304,-,HONDA,FIT,2004,Sedan,No,Petrol,1.3,98000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4,HONDA FIT,6899
45797663,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,69624 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HYUNDAI H1,18654
45647578,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,TOYOTA Camry,706
45788394,-,MERCEDES-BENZ,C 220,1995,Sedan,Yes,Petrol,2.2,444000 km,4.0,Automatic,Front,04-May,Left wheel,Black,6,MERCEDES-BENZ C 220,7213
45732153,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,123206 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Santa FE,44790
45801756,-,BMW,530,2011,Sedan,Yes,Petrol,3,112000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,12,BMW 530,32929
45770835,645,TOYOTA,Prius,2011,Hatchback,No,Petrol,1.8,156000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,TOYOTA Prius,16308
45772575,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,50930 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12,MERCEDES-BENZ E 300,22580
45415565,-,SUZUKI,Swift,2006,Hatchback,Yes,Petrol,1.6,130000 km,4.0,Manual,Front,04-May,Right-hand drive,Black,12,SUZUKI Swift,7840
45794599,900,KIA,Sportage,2015,Jeep,Yes,Petrol,2.4,60123 km,4.0,Automatic,4x4,04-May,Left wheel,White,10,KIA Sportage,34497
45762352,1172,TOYOTA,Sienna,2011,Sedan,Yes,Petrol,3.5,181722 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,TOYOTA Sienna,3607
45768546,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,LEXUS GX 470,282
45730594,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,320064 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,TOYOTA Prius,1646
45765502,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,1600 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12,MERCEDES-BENZ E 300,94
45797062,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,110483 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4,HYUNDAI H1,35736
45808993,687,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.6,130000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,DAEWOO Lacetti,8963
45767608,746,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.5,433658 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Prius,941
45757107,-,TOYOTA,Vitz,2001,Sedan,No,Petrol,1.3,190500 km,4.0,Automatic,Front,04-May,Left wheel,Pink,4,TOYOTA Vitz,6899
45649865,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,129931 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,LEXUS GX 460,784
45649985,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,TOYOTA Camry,784
45815487,1493,LEXUS,ES 350,2016,Sedan,Yes,Petrol,3.5,68630 km,6.0,Automatic,Front,04-May,Left wheel,White,12,LEXUS ES 350,11447
45802341,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,76519 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI H1,18346
45702017,562,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4 Turbo,72126 km,4.0,Tiptronic,Front,04-May,Left wheel,Brown,8,CHEVROLET Cruze,17249
45732845,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,280622 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,HYUNDAI Sonata,10663
45782135,765,FORD,Focus,2015,Sedan,No,Petrol,2,119000 km,4.0,Manual,Front,04-May,Left wheel,Silver,12,FORD Focus,12544
45786951,-,MERCEDES-BENZ,C 250,2012,Sedan,Yes,Petrol,1.8 Turbo,99000 km,4.0,Automatic,Rear,04-May,Left wheel,Red,12,MERCEDES-BENZ C 250,32929
45801189,-,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,2.5,92000 km,6.0,Tiptronic,Front,04-May,Left wheel,White,8,VOLKSWAGEN Passat,19757
45740935,-,FORD,Focus,2016,Sedan,No,Petrol,2,32960 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8,FORD Focus,19757
45771425,-,BMW,525,1999,Sedan,No,Petrol,2.5,146000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,6,BMW 525,9700
45769027,751,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,2.4,126690 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,HYUNDAI Sonata,2744
45812793,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,254230 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,TOYOTA Camry,1098
45812861,503,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,142000 km,4.0,Automatic,Front,04-May,Left wheel,White,8,HONDA Civic,14113
45730936,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,81384 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Genesis,15825
45434417,1360,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,83680 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,12,LEXUS GX 460,80000
45733737,891,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2,43000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HYUNDAI Sonata,47989
45787021,694,MERCEDES-BENZ,Sprinter,2014,Microbus,No,Diesel,2.2,160000 km,5.0,Manual,Rear,04-May,Left wheel,White,5,MERCEDES-BENZ Sprinter,24148
45806828,2223,LEXUS,LX 570,2010,Jeep,Yes,Petrol,5.7,171352 km,8.0,Automatic,4x4,04-May,Left wheel,White,12,LEXUS LX 570,20385
45805942,579,TOYOTA,Avalon,2017,Sedan,Yes,Hybrid,2.5,91000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Black,12,TOYOTA Avalon,37633
45504771,1266,HONDA,FIT,2014,Hatchback,Yes,Hybrid,1.5,58000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,4,HONDA FIT,13328
45815386,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,150909 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12,LEXUS GX 460,627
45813886,2225,LEXUS,LS 460,2017,Sedan,Yes,Petrol,4.6,15358 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12,LEXUS LS 460,89379
43991726,-,MERCEDES-BENZ,E 220,2010,Sedan,Yes,Diesel,2.2 Turbo,1000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Black,12,MERCEDES-BENZ E 220,39201
45756835,-,FORD,Transit,2008,Microbus,No,Diesel,2.4 Turbo,137500 km,4.0,Manual,Rear,04-May,Left wheel,White,0,FORD Transit,31361
45648994,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Camry,314
45745016,-,NISSAN,Juke,2013,Jeep,No,Petrol,1.6 Turbo,87000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,12,NISSAN Juke,27700
45816620,697,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.8,64723 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,HYUNDAI Elantra,1333
44698379,-,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,130000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,6,HYUNDAI Sonata,18660
45395938,831,FORD,Transit,2011,Goods wagon,No,Diesel,2.4 Turbo,125000 km,4.0,Manual,4x4,04-May,Left wheel,White,2,FORD Transit,21950
45416975,1202,HYUNDAI,Sonata,2017,Sedan,No,Petrol,2.4,50000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,10,HYUNDAI Sonata,25089
45815373,-,INFINITI,EX37,2012,Hatchback,Yes,Petrol,3.3,52000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,2,INFINITI EX37,31361
45730149,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,61000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,SSANGYONG Actyon,40362
45676303,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,107000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,TOYOTA Camry,15053
45523435,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,18754 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,TOYOTA CHR,6272
45789980,706,KIA,Sportage,2011,Jeep,Yes,Diesel,2,98641 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,KIA Sportage,16621
45782145,753,KIA,Optima,2012,Sedan,Yes,Petrol,2.4,111000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12,KIA Optima,16621
45804215,833,JAGUAR,XF,2015,Sedan,Yes,Diesel,2.2,104229 km,4.0,Automatic,Front,04-May,Left wheel,White,4,JAGUAR XF,58683
45809741,690,HONDA,FIT,2016,Hatchback,Yes,Petrol,1.5,35934 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,HONDA FIT,45872
45803447,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,371964 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,HYUNDAI Sonata,12544
45816132,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,225734 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,HYUNDAI Sonata,1725
45774105,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,318285 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,MERCEDES-BENZ E 350,627
45523494,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,19968 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA CHR,6586
45804842,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,101816 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Tucson,27591
45810872,-,MERCEDES-BENZ,Sprinter,2002,Microbus,No,Diesel,2.2 Turbo,0 km,5.0,Manual,Rear,02-Mar,Left wheel,White,2,MERCEDES-BENZ Sprinter,14113
45590220,765,VOLKSWAGEN,Tiguan,2015,Jeep,No,Petrol,2,46000 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,12,VOLKSWAGEN Tiguan,28225
45647867,1598,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3,213998 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,MERCEDES-BENZ ML 350,282
45634833,642,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Diesel,2,119619 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,VOLKSWAGEN Jetta,9408
45801902,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,52000 km,4.0,Automatic,Front,04-May,Left wheel,Red,4,HYUNDAI Elantra,31581
45809446,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,70000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,HONDA FIT,16900
45813410,1325,TOYOTA,Camry,2019,Sedan,Yes,Petrol,2.5,25816 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,TOYOTA Camry,470
45732592,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,128197 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,HYUNDAI Santa FE,50018
45760767,2297,MERCEDES-BENZ,GLE 63 AMG,2016,Jeep,Yes,Petrol,5.5,17584 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,MERCEDES-BENZ GLE 63 AMG,6272
45798430,-,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,64500 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,TOYOTA Prius,23834
45605313,1017,HYUNDAI,Tucson SE,2017,Jeep,Yes,Petrol,2,46932 km,4.0,Automatic,Front,04-May,Left wheel,Black,10,HYUNDAI Tucson SE,26500
45695157,1991,FORD,Transit,2005,Microbus,No,Diesel,2.4 Turbo,176000 km,4.0,Manual,Rear,04-May,Left wheel,White,1,FORD Transit,15681
45796912,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,134990 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4,HYUNDAI H1,12522
45797046,1236,HONDA,FIT Premiym,2011,Hatchback,No,Hybrid,1.3,100000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Yellow,2,HONDA FIT Premiym,9722
45764647,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,150000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,TOYOTA Camry,18503
45774722,1172,BMW,X6,2011,Jeep,Yes,Petrol,3.5 Turbo,208000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,BMW X6,36065
45809251,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,141053 km,4.0,Automatic,Front,04-May,Left wheel,White,4,TOYOTA Aqua,12272
44934688,1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,37000 km,4.0,Automatic,4x4,04-May,Left wheel,White,12,TOYOTA RAV 4,42337
45769794,308,TOYOTA,Prius,2014,Jeep,Yes,Hybrid,1.8,339710 km,4.0,Automatic,Front,04-May,Left wheel,White,12,TOYOTA Prius,14113
45758223,1935,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976 km,8.0,Automatic,4x4,04-May,Left wheel,White,0,LEXUS GX 460,31988
45810012,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,69000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,TOYOTA Aqua,24239
45445273,934,FORD,Fusion,2015,Sedan,No,Petrol,2.5,137600 km,4.0,Automatic,Front,04-May,Left wheel,Black,8,FORD Fusion,16935
45762778,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2,43651 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,MERCEDES-BENZ GLA 250,47
45814880,2736,TOYOTA,Tundra,2017,Jeep,Yes,Petrol,5.7,123862 km,8.0,Automatic,4x4,02-Mar,Left wheel,White,12,TOYOTA Tundra,25089
45431288,1017,MITSUBISHI,Outlander Sport,2017,Jeep,No,Petrol,2,21000 km,4.0,Variator,4x4,04-May,Left wheel,Brown,6,MITSUBISHI Outlander Sport,32929
45805156,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,83251 km,4.0,Automatic,Front,04-May,Left wheel,White,4,HYUNDAI Tucson,16778
45792573,-,BMW,335,2009,Coupe,Yes,Petrol,3.0 Turbo,185000 km,6.0,Tiptronic,4x4,02-Mar,Left wheel,White,6,BMW 335,15681
45766275,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,156992 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,CHEVROLET Cruze,3136
44570331,779,TOYOTA,Camry XLE,2013,Sedan,No,Hybrid,2.5,123932 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8,TOYOTA Camry XLE,20385
