Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Gear box type,Doors,Color,Airbags,Age,Price
0,42,282,4,0,4,2.5,189600,2,1,4,8,16,19444
831,5,450,4,1,1,1.6,71400,0,1,12,4,8,36166
0,15,443,7,0,4,2.4,226000,2,1,0,4,22,6272
0,31,377,8,0,5,2.4,80000,1,1,14,12,8,45473
259,5,613,3,1,2,1.4,112123,0,1,12,0,11,6586
833,5,174,4,1,1,2.0,61232,0,1,14,4,15,11917
1094,5,174,4,1,1,2.0,54278,0,1,14,4,17,7840
0,17,545,9,1,2,2.4,94000,0,1,13,8,10,23521
0,34,95,3,0,1,1.7,187000,1,1,11,8,20,15681
919,2,622,4,1,5,3.0,130000,2,1,14,12,13,22580
833,5,174,4,1,1,2.2,70003,0,1,7,4,10,41400
584,17,243,9,1,5,1.8,135445,0,1,2,0,11,10976
531,17,243,9,1,5,1.6,107179,0,1,14,4,13,20005
730,41,83,4,1,1,1.6,26757,0,1,2,4,9,40983
843,44,477,9,0,2,1.5,248383,0,1,2,12,17,11400
641,22,446,9,1,5,2.0,345673,0,1,12,4,13,6743
0,17,243,9,0,5,1.8,24000,2,1,11,12,11,18817
0,33,575,3,1,5,1.6,150000,1,1,1,6,18,8624
790,5,380,9,1,5,1.6,119806,0,1,12,4,16,11704
0,47,360,9,1,5,1.4,50000,2,1,14,4,8,26657
836,17,318,1,1,5,2.0,106526,0,1,11,4,15,16452
1292,1,1,4,1,5,3.0,70782,0,1,1,12,9,25089
0,42,388,9,0,4,3.0,144000,2,1,1,0,20,9095
502,12,290,9,0,5,1.5,100000,0,1,1,8,12,19444
0,17,243,9,1,5,1.8,81250,0,1,12,12,13,18817
790,8,380,9,1,5,1.6,107125,0,1,1,4,16,5802
1018,2,624,4,1,1,3.0,332243,0,1,1,12,14,10192
586,17,243,9,0,5,1.8,85800,0,1,14,6,13,15681
1172,28,229,9,1,1,3.5,248525,0,1,1,12,14,18189
639,17,318,1,1,5,2.0,148915,0,1,7,4,11,31797
1099,41,498,4,1,1,2.7,225450,0,1,1,4,15,20592
1282,5,174,4,1,1,2.0,67435,0,1,12,4,18,6241
1053,28,229,9,1,1,3.5,200179,0,1,1,12,11,30734
781,44,493,4,0,5,2.5,177600,0,1,1,11,13,23678
777,17,333,7,1,1,2.5,190000,0,1,14,4,11,28423
1292,28,306,4,1,5,3.0,49499,0,1,12,0,9,19130
640,41,498,4,1,1,2.0,107141,0,1,1,4,12,32045
831,17,545,9,1,2,2.4,224349,0,1,7,0,14,3450
779,44,163,9,1,5,2.5,102000,2,1,2,10,12,20385
0,12,128,3,1,6,2.0,179200,2,1,12,8,10,23521
730,17,243,9,1,1,1.6,50051,0,1,7,4,9,20491
0,15,270,9,0,5,1.3,160000,0,1,12,2,21,6899
1325,47,537,7,0,5,1.4,126000,0,1,12,6,14,9000
0,34,97,2,0,1,1.7,140000,1,1,12,12,16,11917
696,20,634,9,1,1,2.2,71201,0,1,14,4,12,38445
687,17,243,9,1,5,1.6,100403,0,1,14,4,15,14069
530,30,201,4,1,5,1.6,132678,1,1,1,10,12,18033
891,17,243,3,1,5,2.0,40464,0,1,7,12,9,3136
777,44,163,9,0,5,2.5,107000,0,1,7,12,11,22000
836,17,243,9,1,5,2.0,291667,0,1,1,12,15,1254
781,17,333,10,1,1,2.5,205425,0,1,15,4,13,19369
420,5,554,3,1,5,1.2,100000,2,1,1,12,13,9095
919,28,123,9,1,5,3.0,209224,0,1,1,12,13,15367
0,17,243,9,0,5,1.8,76800,2,1,2,12,10,19757
528,17,80,9,1,1,1.6,126265,0,1,14,4,11,15624
0,28,228,9,1,5,2.6,160000,2,1,14,8,23,17562
584,17,243,9,0,1,1.8,105000,2,1,12,6,11,12544
0,47,360,9,0,5,1.6,253000,1,1,14,6,19,6586
585,17,243,9,0,5,1.8,80699,0,1,1,0,12,12074
0,42,282,4,0,0,2.0,120000,2,1,12,12,21,7840
639,17,545,9,1,4,2.0,312690,0,1,12,4,11,11604
891,24,347,9,1,5,2.0,58328,0,1,14,12,9,3763
531,17,243,9,1,5,1.6,103490,0,1,12,4,13,19121
765,17,545,9,1,4,2.0,86280,0,1,12,4,10,10349
528,17,243,9,1,5,1.6,147957,0,1,14,4,11,25889
640,1,73,9,1,5,2.0,176000,2,1,7,10,12,29793
640,22,446,9,1,5,2.0,56129,0,1,14,4,12,8154
1211,28,610,7,1,1,3.0,240000,0,1,1,2,15,31988
1053,28,229,9,1,1,3.5,219030,0,1,1,12,11,29793
595,15,270,3,1,5,1.5,65000,0,1,14,4,10,34102
949,27,264,3,1,5,2.3,191110,0,1,1,12,15,1333
779,44,493,4,0,5,2.5,52000,0,1,1,12,12,24148
730,17,243,9,1,4,1.6,30312,0,1,7,4,9,18503
779,47,323,9,0,5,2.5,103000,2,1,1,12,12,13172
687,17,243,9,1,5,1.6,138425,0,1,14,4,15,15612
751,17,545,9,1,2,2.4,96165,0,1,2,8,12,13485
0,15,203,4,0,5,2.4,118000,0,1,12,6,20,17249
0,17,243,9,0,5,1.8,186560,2,1,7,6,13,19429
0,15,203,4,0,4,2.4,87792,0,1,3,12,13,25089
1091,17,333,7,1,1,2.5,96334,0,1,7,4,9,42218
1273,44,539,9,1,5,3.5,53014,0,1,7,12,10,10663
836,17,587,4,1,1,2.0,140123,0,1,1,4,15,15957
0,21,512,4,0,5,2.4,53700,2,1,0,12,9,34811
0,34,95,2,0,1,1.9,1000,1,1,12,6,18,5500
0,12,259,4,1,2,2.3,175000,0,1,13,6,17,13485
0,12,290,9,0,2,2.0,156800,0,1,1,12,12,21012
790,17,243,9,1,5,1.6,157977,0,1,1,4,16,14069
1249,44,163,9,1,5,2.5,48600,2,1,1,12,8,32302
761,44,477,4,1,2,1.8,256966,0,1,2,12,15,2509
0,35,9,3,1,5,1.6,93686,2,1,12,0,19,8467
1621,17,530,4,1,5,3.3,87954,0,1,12,12,8,2901
746,37,532,7,0,1,1.5,191000,1,1,5,12,16,12544
640,41,498,4,1,1,2.0,84000,0,1,14,4,12,39458
640,17,545,9,1,5,2.0,206088,0,1,14,4,12,14166
779,44,493,4,0,5,2.5,176000,2,1,12,8,12,38260
585,44,477,3,0,2,1.8,125000,0,1,14,8,12,18817
0,44,358,7,0,5,2.4,220000,0,1,12,4,21,11917
1275,17,545,4,1,5,2.4,1446,0,1,1,12,6,9565
781,44,163,9,1,2,2.5,159379,0,1,14,12,13,3136
640,17,530,4,1,1,2.0,144000,0,1,12,4,12,32412
640,12,290,9,1,2,2.0,161000,0,1,0,10,12,12074
738,5,206,9,1,5,1.4,46261,0,1,7,12,8,3450
609,15,270,3,1,5,1.3,66890,0,1,12,4,9,15486
765,12,290,9,0,5,2.0,128000,2,1,14,10,10,20385
247,15,270,10,1,2,1.3,193895,0,1,14,4,11,5225
1493,28,229,9,1,1,3.5,77205,0,1,7,12,9,1568
0,47,323,9,0,5,1.8,0,0,1,12,8,25,6586
1055,44,539,7,0,5,3.5,144000,2,1,7,12,12,36065
0,24,500,4,1,0,3.0,145000,0,1,12,4,25,6272
528,17,243,9,1,1,1.6,78836,0,1,12,4,11,14426
0,15,270,3,0,5,1.5,206400,2,1,7,6,15,11917
0,44,477,9,0,2,1.8,191000,0,1,1,10,15,15994
0,35,25,3,0,5,1.6,93000,2,1,2,4,18,9722
394,24,237,9,1,2,2.5,131000,0,1,1,12,11,21953
1091,44,163,9,1,5,2.5,157802,0,1,1,10,9,26343
271,44,91,10,1,2,1.5,86400,0,1,11,4,11,20250
915,1,76,3,1,5,3.0,140507,0,1,12,0,11,3058
765,47,360,9,0,5,2.0,98775,0,1,14,12,10,15053
891,17,530,4,1,1,2.0,49515,0,1,14,4,9,51965
1055,12,266,4,1,5,3.5,46616,0,1,14,4,12,65024
586,15,188,9,1,5,1.8,124509,0,1,14,12,13,3293
0,44,477,9,0,2,1.8,145600,0,1,1,0,12,21012
0,34,200,3,0,1,1.3,108000,2,1,12,6,21,10663
1236,15,270,3,0,2,1.3,14590,0,1,7,0,14,9095
394,44,163,9,1,2,2.5,109798,0,1,14,12,11,5488
0,2,48,9,1,0,2.5,260000,2,1,12,8,22,7840
0,2,624,4,1,1,3.5,105000,2,1,1,12,14,36065
0,28,115,9,0,5,2.0,210000,1,1,2,0,24,9377
1266,44,91,3,0,2,1.5,122000,0,1,14,6,11,8000
1408,12,581,6,0,1,2.2,175000,1,1,14,2,18,12858
0,34,596,3,0,0,1.8,268000,1,1,12,4,25,7840
810,17,243,9,1,5,1.8,133437,0,1,3,12,9,2038
831,24,337,9,1,2,2.4,127507,0,1,14,12,14,2038
586,44,477,3,0,2,1.8,205248,0,1,1,0,13,18817
1624,28,229,9,1,1,3.5,109139,0,1,1,12,16,3450
836,17,530,4,1,1,2.0,40845,0,1,1,4,15,12388
640,41,498,4,1,1,2.0,97035,0,1,1,4,12,35309
0,27,407,7,0,4,2.3,125000,0,1,12,2,22,8154
382,12,290,9,1,2,2.0,100747,0,1,6,12,10,10036
810,47,462,9,1,5,1.8,80000,2,1,14,14,9,29793
862,12,259,4,1,2,2.5,168966,0,1,14,0,14,3607
761,44,196,9,1,5,1.8,221627,0,1,11,12,15,3293
1493,28,306,4,1,5,3.5,117368,0,1,1,0,9,68681
363,5,554,3,1,5,1.0,98861,0,1,2,4,11,9832
831,41,83,4,1,1,1.6,29308,0,1,14,4,8,42692
1324,44,339,4,1,2,3.3,300366,0,1,2,12,15,14269
642,5,450,4,1,1,2.0,139633,0,1,1,4,13,19416
0,47,360,9,1,0,2.5,0,2,1,12,8,20,11917
0,33,619,4,0,5,2.5,313000,0,1,6,0,21,10976
761,44,477,3,1,2,1.8,258909,0,1,14,12,15,1803
0,12,131,3,1,2,2.0,243200,0,1,12,12,13,18503
911,17,530,4,1,1,2.2,70338,0,1,12,4,15,15053
394,44,163,9,1,2,2.5,179381,0,1,1,12,11,11133
640,17,545,9,1,5,2.0,126655,0,1,7,4,12,20883
562,11,43,1,0,5,1.4,19000,1,1,7,10,10,15367
1172,24,501,4,1,5,3.5,253174,0,1,12,12,14,3450
0,17,243,3,1,5,1.8,95000,2,1,7,6,12,19000
259,5,613,3,1,2,1.4,138491,0,1,1,0,11,3763
0,28,219,9,0,5,2.4,19000,2,1,2,4,25,10036
915,2,624,4,1,1,3.0,0,0,1,1,0,11,7213
0,12,128,3,1,6,2.0,102000,2,1,0,6,11,22266
0,28,70,9,1,5,1.9,147000,0,1,1,4,24,5488
474,5,206,9,0,5,1.4,80000,0,1,12,8,12,14740
765,17,587,4,1,1,2.0,143278,0,1,7,4,10,30151
585,44,477,3,1,2,1.8,245486,0,1,2,12,12,1803
889,22,446,9,1,5,2.0,62876,0,1,14,4,9,22580
1104,2,624,4,1,1,3.0,196614,0,1,1,0,10,1019
0,15,270,3,0,2,1.3,81000,0,1,12,8,13,12544
629,17,80,9,1,1,1.6,39712,0,1,11,4,10,16286
760,5,206,9,1,5,1.8,150001,0,1,12,4,15,6899
0,44,91,3,0,2,1.5,141000,0,1,12,4,12,14113
753,17,545,9,0,2,2.4,112000,0,1,4,10,13,13172
707,17,587,4,1,1,2.0,134797,0,1,12,4,14,24386
595,15,270,3,1,5,1.5,14000,0,1,12,4,10,39066
642,5,450,4,1,1,2.0,242409,0,1,7,4,13,13962
583,17,346,3,1,5,1.6,188244,0,1,14,4,14,14454
919,2,624,4,1,1,3.0,103458,0,1,14,0,13,8154
0,47,364,9,1,5,1.8,72000,0,1,1,12,11,18817
810,44,197,3,0,5,1.8,102500,0,1,14,10,9,23834
640,47,574,4,1,5,2.0,95000,2,1,12,8,12,26657
770,17,587,4,1,1,1.7,172858,0,1,14,4,9,32409
893,17,346,3,1,5,1.6,136869,0,1,1,4,17,7840
650,5,206,9,1,5,1.4,87973,0,1,1,12,9,2587
919,28,229,9,1,1,3.0,171221,0,1,1,12,13,9252
0,33,90,9,0,5,2.5,108000,0,1,12,8,10,25089
746,44,478,9,1,2,1.5,127300,0,1,12,12,16,12231
640,12,290,9,1,2,2.0,320554,0,1,14,0,12,4077
0,10,161,3,0,5,2.4,0,0,1,2,4,17,8781
1156,12,266,4,1,5,2.3,61057,0,1,14,4,8,94528
668,28,223,9,0,1,2.1,45432,2,1,1,0,12,51746
687,17,346,3,1,5,1.6,157730,0,1,7,4,15,10986
765,17,545,9,1,4,2.0,50534,0,1,12,4,10,14740
640,17,545,9,1,5,2.0,194210,0,1,1,4,12,16308
746,44,477,9,1,2,1.5,142426,0,1,14,12,16,1882
0,44,385,4,0,4,3.4,103000,0,1,6,12,23,25089
915,1,76,3,1,5,3.0,140507,0,1,12,0,11,3058
586,17,243,9,0,5,1.8,113600,0,1,14,6,13,14426
836,47,462,9,1,5,2.0,114000,2,1,14,8,15,13485
697,47,360,9,0,5,1.8,89000,2,1,2,10,10,11917
584,17,243,9,0,5,1.8,193600,0,1,12,0,11,15367
1750,44,339,4,1,2,3.3,334414,0,1,14,12,17,12544
0,44,91,3,0,2,1.5,182000,0,1,14,6,11,13799
640,12,290,9,1,5,2.0,137000,2,1,7,12,12,21012
810,47,367,9,1,5,1.8,45707,1,1,7,6,9,21000
836,17,587,4,1,1,2.0,144918,0,1,14,4,15,21395
1185,17,333,7,1,1,2.5,56552,0,1,15,4,16,11760
0,31,211,4,1,0,3.0,208000,0,1,12,2,21,22266
629,17,243,9,1,5,1.6,68243,0,1,12,4,10,28830
585,17,243,9,0,5,1.8,50000,2,1,7,10,12,14000
1058,28,229,9,1,5,3.5,139254,0,1,1,12,13,3607
0,44,477,3,0,2,1.5,278000,0,1,12,6,17,10492
1058,44,339,4,1,5,3.5,285186,0,1,7,12,13,9565
0,15,443,7,1,4,3.5,280000,0,1,7,14,19,10976
585,17,251,9,1,5,1.8,117920,2,1,7,12,12,17876
891,47,326,3,0,5,2.0,113600,2,1,1,8,9,7527
831,41,83,4,1,1,1.6,27067,0,1,14,4,8,24148
583,17,243,9,1,5,1.6,163693,0,1,7,4,14,18531
0,44,477,3,0,2,1.5,150000,0,1,7,8,17,13799
0,33,575,3,1,5,1.5,0,0,1,12,4,20,10036
502,44,91,3,1,5,1.5,86262,0,1,1,4,12,15530
0,44,163,9,1,5,2.5,6417,0,1,3,12,6,73698
0,28,229,9,1,4,3.5,26600,2,1,7,10,20,14113
911,17,530,4,1,1,2.2,112483,0,1,12,4,15,13736
1537,17,318,9,1,5,3.3,159747,0,1,1,4,16,12231
777,17,333,7,1,1,2.5,27000,0,1,12,4,11,34607
1282,5,174,4,1,1,2.0,64554,0,1,1,4,18,7683
1017,17,243,9,1,5,2.0,82114,0,1,14,12,8,2901
777,17,333,7,1,1,2.5,151780,0,1,12,4,11,28357
0,5,206,9,0,5,1.8,98580,0,1,2,9,14,14113
0,44,89,9,0,5,2.0,88000,1,1,2,10,23,13172
781,44,163,9,1,5,2.5,162000,2,1,1,10,13,20385
574,15,355,3,0,5,1.3,209000,0,1,1,0,15,11604
1292,28,306,4,1,5,3.0,86189,0,1,2,0,9,39829
0,12,259,4,1,2,2.5,169000,0,1,14,12,16,22894
0,44,385,4,1,1,3.0,59826,0,1,1,12,7,131716
0,28,147,9,1,5,3.5,63000,2,1,1,0,17,25089
0,2,49,9,1,5,2.5,200000,1,1,2,6,25,7997
836,17,545,9,1,5,2.0,154847,0,1,14,4,15,14715
0,17,545,9,0,5,2.4,127000,2,1,14,0,15,15367
0,2,624,4,1,0,3.0,16000,2,1,12,8,21,16308
777,44,163,9,1,5,2.5,55811,0,1,1,12,11,3136
934,24,348,9,1,5,2.5,101280,0,1,14,12,10,9095
0,33,571,9,0,5,2.3,155000,0,1,1,6,19,9408
650,5,107,3,1,5,1.4,94793,0,1,1,4,9,22567
781,44,163,9,1,2,2.5,159379,0,1,14,12,13,3136
751,3,183,9,1,5,2.4,146552,0,1,12,12,12,4704
900,22,446,9,0,5,2.4,111746,0,1,14,0,10,13172
779,44,493,4,1,5,2.5,155672,0,1,7,12,12,13485
779,44,103,9,1,2,2.5,109000,0,1,12,10,12,27284
0,34,96,10,0,0,1.6,300000,1,1,14,4,25,7527
1017,24,433,4,1,5,2.0,14813,0,1,14,12,8,6586
640,47,462,9,1,1,2.0,179200,2,1,14,16,12,15367
531,17,243,9,1,5,1.6,123000,0,1,12,4,13,19707
0,44,477,9,0,2,1.5,43200,0,1,14,0,20,10976
0,44,172,9,1,5,2.5,65990,2,1,1,12,13,20385
1537,44,339,4,1,2,3.3,251278,0,1,6,12,16,7997
642,17,545,9,1,4,2.0,91416,0,1,12,4,13,7683
880,17,243,9,1,4,1.6,47181,0,1,12,4,7,36137
891,31,453,4,0,5,2.0,73542,0,1,1,8,9,21796
1053,28,229,9,1,5,3.5,146395,0,1,7,12,11,1882
585,17,244,3,0,5,1.8,75000,0,1,14,8,12,11227
836,17,530,4,1,1,2.0,174000,0,1,12,4,15,21953
1324,44,339,4,1,2,3.3,264877,0,1,14,12,15,5645
0,12,581,2,0,1,2.4,205000,1,1,14,2,21,14426
642,41,375,4,1,1,2.0,167000,0,1,12,4,13,18983
777,44,163,9,1,5,2.5,107000,2,1,7,12,11,12544
609,15,270,10,1,5,1.3,16714,0,1,1,4,9,30602
0,28,219,9,1,1,2.2,198000,0,1,1,8,16,29166
531,5,450,4,1,1,1.6,255677,0,1,12,4,13,15872
0,1,73,9,1,5,1.8,324000,2,1,12,4,23,10036
1091,17,333,10,1,1,2.5,145631,0,1,1,4,9,43655
629,17,243,9,1,4,1.6,31891,0,1,7,4,10,18346
640,17,530,4,1,1,2.0,45881,0,1,14,4,12,28391
751,44,163,9,1,5,2.4,203200,0,1,2,4,12,24462
1178,22,553,4,1,1,2.2,47047,0,1,14,4,7,79971
0,44,359,3,0,5,1.8,203000,0,1,14,8,15,14113
843,44,477,3,0,2,1.5,217600,0,1,2,8,17,12858
0,28,120,9,1,5,1.8,100000,0,1,1,12,14,29793
1053,28,229,9,1,1,3.5,132349,0,1,7,12,11,31047
781,17,333,7,1,1,2.5,52600,0,1,14,4,13,17719
0,2,626,4,1,5,3.0,196000,2,1,1,12,11,70562
528,17,243,9,1,1,1.6,138598,0,1,14,4,11,20266
586,44,477,3,1,2,1.8,323733,0,1,7,12,13,8938
697,47,362,9,0,5,1.8,51000,2,1,12,12,10,15897
1273,44,539,7,1,5,3.5,93000,2,1,1,12,10,48610
0,27,419,9,1,5,2.5,71500,2,1,1,12,8,44533
1185,17,333,7,1,1,2.5,176878,0,1,12,4,16,15053
397,24,153,3,1,2,1.8,71904,0,1,14,0,9,9565
911,17,530,4,1,1,2.2,121302,0,1,7,4,15,31449
531,5,107,3,1,5,1.6,111937,0,1,14,4,13,13987
790,8,380,9,1,5,1.6,52020,0,1,14,4,16,7056
1091,44,493,4,0,5,2.5,99200,2,1,1,10,9,40769
1018,2,624,4,1,1,3.0,270326,0,1,14,12,14,1568
640,2,35,9,1,5,2.0,150000,2,1,1,12,12,25402
836,17,545,9,1,5,2.0,125064,0,1,12,4,15,18826
781,44,163,9,1,2,2.5,159379,0,1,14,12,13,3136
585,44,477,3,0,2,1.8,51000,0,1,14,8,12,18503
1292,28,306,4,1,5,3.0,62938,0,1,1,0,9,20071
642,12,130,3,0,2,2.0,10084,0,1,6,8,13,14269
1172,28,229,9,1,1,3.5,119379,0,1,12,12,14,16621
447,15,270,3,1,5,1.3,131200,0,1,1,4,12,13397
382,12,290,9,1,2,2.0,100747,0,1,6,0,10,10036
528,17,243,9,1,5,1.6,179664,0,1,12,4,11,18500
502,44,91,3,1,5,1.5,179000,0,1,14,4,12,15530
0,28,515,9,1,5,3.2,235000,2,1,14,8,24,3763
891,17,530,4,1,1,2.0,185011,0,1,14,4,9,34406
988,44,477,9,0,5,1.5,180000,0,1,11,12,18,11917
777,17,333,7,1,1,2.5,27000,0,1,12,4,11,34607
1267,44,91,3,0,2,1.5,109000,0,1,12,2,12,8938
0,44,477,3,0,2,1.8,186000,2,1,14,8,10,20385
0,31,458,4,0,5,2.0,97000,0,1,12,2,25,10349
1185,42,282,4,0,5,2.5,133000,0,1,12,8,16,13172
638,22,446,9,1,5,2.0,57248,0,1,12,4,11,11290
862,44,163,9,1,5,2.5,174790,0,1,1,12,14,1019
761,5,380,9,1,5,1.8,176682,0,1,1,4,15,12256
1047,22,181,3,1,1,1.6,1000,1,1,7,4,18,10192
862,47,360,9,1,5,2.5,156800,0,1,2,12,14,14113
1091,17,333,7,1,1,2.5,119098,0,1,12,4,9,36899
586,17,243,9,0,5,1.8,158080,0,1,1,6,13,6586
640,12,290,9,1,2,2.0,0,0,1,5,8,12,9408
0,2,622,4,1,5,2.5,164000,2,1,1,8,21,13485
891,17,530,4,1,1,2.0,180000,0,1,12,4,9,38445
781,44,163,9,1,2,2.5,214098,0,1,12,12,13,4077
521,5,613,3,1,2,1.4,288778,0,1,1,0,14,2666
640,1,73,9,1,5,2.0,144000,0,1,14,12,12,27284
639,41,375,4,1,1,2.0,72030,0,1,2,4,11,28830
765,28,123,9,1,5,2.0,0,0,1,14,12,10,18817
638,22,446,9,1,5,2.0,60704,0,1,12,4,11,14113
0,2,35,9,1,5,2.0,127000,2,1,1,10,11,33086
1018,2,627,4,1,1,3.0,145000,2,1,1,12,14,32929
751,5,174,4,1,5,2.4,132429,0,1,12,12,12,1960
761,44,477,9,0,2,1.8,141000,2,1,11,8,15,13500
585,17,243,3,1,5,1.8,93650,0,1,2,12,12,1254
640,17,530,4,1,1,2.0,52326,0,1,7,4,12,26804
584,17,243,9,0,5,1.8,105000,0,1,2,6,11,15681
765,17,530,4,1,1,2.0,170000,0,1,7,4,10,36733
1036,21,617,4,1,1,2.8,64329,0,1,15,4,10,82097
1017,44,136,4,0,5,2.0,36099,0,1,12,10,8,37476
531,17,243,9,1,5,1.6,104997,0,1,14,4,13,20005
1017,17,530,4,1,1,2.0,156887,0,1,7,4,8,49293
1017,2,621,9,1,5,2.0,31000,0,1,1,12,8,58018
707,17,587,4,1,1,2.0,189414,0,1,1,4,14,18312
0,24,505,4,1,2,3.5,85000,2,1,14,12,12,56450
707,17,545,9,1,4,2.0,82309,0,1,14,4,14,7683
1017,17,545,9,1,5,2.0,15470,0,1,7,4,8,47989
586,44,477,9,1,2,1.8,88000,0,1,12,12,13,14113
753,10,105,9,0,5,2.4,110000,2,1,2,8,13,10976
779,47,360,9,1,5,2.5,110000,2,1,5,6,12,13485
1211,2,36,9,1,5,3.0,94000,2,1,13,0,15,21326
810,17,243,9,1,5,1.8,91838,0,1,12,12,9,1490
585,17,243,9,1,5,1.8,142786,0,1,14,12,12,4234
0,2,631,4,1,5,3.0,160350,2,1,1,16,17,42337
1267,44,91,3,0,2,1.5,156000,0,1,12,2,12,10036
640,22,104,9,1,5,2.0,265618,0,1,14,12,12,1176
0,17,243,9,1,5,1.8,100000,2,1,1,16,13,18817
640,22,446,9,1,5,2.0,35008,0,1,1,4,12,12231
642,5,450,4,1,1,2.0,258076,0,1,14,4,13,14294
777,17,333,7,1,1,2.5,173490,0,1,1,4,11,23436
1282,5,174,4,1,1,2.0,183923,0,1,12,4,18,4924
1017,17,587,4,1,1,2.0,63478,0,1,12,4,8,44878
1017,17,243,9,0,5,2.0,32000,2,1,1,6,8,26657
1055,28,229,9,1,1,3.5,107800,0,1,7,12,12,3450
753,0,568,9,1,5,2.4,117874,0,1,1,12,13,4077
900,17,545,9,0,5,2.4,142400,2,1,1,8,10,19130
0,2,49,9,1,5,2.5,11111,0,1,12,6,23,4200
1055,28,229,9,1,5,3.5,140800,0,1,1,0,12,15681
0,31,428,4,1,0,3.5,22300,2,1,14,8,25,10036
1172,28,401,4,1,1,3.5,186542,0,1,14,12,14,2038
1317,21,617,4,1,1,2.8,195071,0,1,12,4,16,43360
642,12,130,3,1,2,2.0,11593,0,1,12,12,13,11604
530,33,370,4,1,5,1.6,110531,0,1,11,0,12,12231
0,33,618,4,0,0,3.3,150000,0,1,12,4,25,9408
521,5,613,3,1,2,1.4,288778,0,1,1,12,14,3293
1055,12,570,9,1,5,3.5,110439,0,1,11,4,12,26701
640,17,545,9,1,5,2.0,31381,0,1,14,4,12,15367
0,12,259,4,1,2,2.5,272000,0,1,14,6,16,20385
0,22,446,9,0,2,2.4,148000,2,1,1,10,13,20385
583,8,380,9,1,5,1.6,239917,0,1,14,4,14,8097
777,17,333,7,1,1,2.5,140000,0,1,12,4,11,32910
1018,28,401,4,1,1,3.0,246600,0,1,7,0,14,12074
915,2,624,4,1,1,3.0,0,0,1,1,0,11,8624
862,44,163,9,0,5,2.5,20480,2,1,2,7,14,18817
565,5,413,9,1,5,0.8,155691,0,1,12,4,18,3763
765,17,530,4,1,1,2.0,93555,0,1,14,4,10,49798
0,44,477,3,1,5,1.8,139300,0,1,14,6,14,18817
583,17,80,9,1,1,1.6,304058,0,1,1,4,14,12074
781,44,163,9,1,2,2.5,159379,0,1,14,12,13,3136
530,12,290,9,0,5,1.6,113000,2,1,7,4,12,11604
934,44,493,4,0,5,2.5,0,0,1,1,0,10,23521
891,17,545,9,1,4,2.0,227033,0,1,14,4,9,16151
746,44,477,9,1,2,1.5,142426,0,1,14,12,16,1882
502,15,270,3,1,5,1.5,113000,0,1,14,4,12,12027
0,2,624,4,1,1,3.0,250000,2,1,2,0,21,16935
639,41,498,4,1,1,2.0,97700,0,1,3,4,11,41811
917,31,452,4,0,5,3.0,126000,0,1,8,8,12,26971
642,12,277,3,0,5,2.0,2012,2,1,1,12,13,14113
1750,24,502,4,1,2,3.3,100000,2,1,0,12,17,18503
585,24,153,3,1,2,1.8,65989,0,1,12,0,12,7840
765,17,545,9,1,4,2.0,274844,0,1,12,4,10,10663
915,2,624,4,1,1,3.0,230942,0,1,14,12,11,13799
574,15,355,3,1,2,1.3,187312,0,1,2,0,15,1803
640,17,545,9,1,5,2.0,38853,0,1,14,4,12,11259
1055,24,505,4,1,2,3.5,138038,0,1,14,12,12,1019
0,44,91,9,0,2,1.5,151000,0,1,14,4,13,13485
880,41,83,4,1,1,1.6,22918,0,1,14,4,7,45928
1268,15,285,7,0,5,1.5,100000,0,1,1,2,13,8500
707,17,530,4,1,1,2.0,151594,0,1,12,4,14,27889
0,28,115,9,0,1,2.2,232000,2,1,7,8,17,21400
1062,44,196,9,0,1,1.4,162000,0,1,7,6,19,11917
1820,44,569,9,1,5,3.5,18555,0,1,1,12,6,26971
640,41,375,4,1,1,2.0,71561,0,1,7,4,12,24920
730,41,83,4,1,5,1.6,76553,0,1,14,4,9,37611
1077,44,136,4,1,5,2.0,18950,0,1,1,12,6,15681
0,44,163,9,1,2,2.4,300000,1,1,0,0,16,17876
639,17,587,4,1,1,2.0,97081,0,1,14,4,11,39891
900,21,194,4,1,5,2.4,40715,0,1,14,4,10,43880
441,17,545,9,1,2,2.4,187909,0,1,12,0,10,3136
738,47,360,9,0,5,1.4,99302,1,1,14,6,8,18817
0,21,187,4,0,5,2.4,168000,2,1,7,12,10,28852
893,17,346,3,1,5,1.6,62337,0,1,1,4,17,9314
584,17,247,9,0,5,1.8,144000,2,1,7,12,11,16621
0,44,493,4,0,1,2.2,156000,1,1,7,6,18,21326
0,23,510,4,1,5,2.0,64000,0,1,1,6,9,84675
586,5,206,9,0,5,1.8,216000,1,1,12,6,13,12544
781,44,163,9,0,2,2.5,125678,2,1,14,12,13,25089
687,8,380,9,1,1,1.6,75840,0,1,1,4,15,7056
0,42,282,4,0,5,2.0,150000,2,1,1,4,21,10976
836,17,545,9,1,5,2.0,147079,0,1,1,4,15,15257
880,41,83,4,1,5,1.6,24372,0,1,2,4,7,44003
639,41,498,4,1,1,2.0,117527,0,1,12,4,11,32935
0,33,370,4,1,5,1.6,147200,2,1,12,6,12,23834
1273,12,266,4,1,5,3.5,56571,0,1,14,4,10,73134
843,44,477,3,0,2,1.5,200000,0,1,7,8,17,8154
